GeneID,FC0_1,FC0_2,FC0_3,FC1_1,FC1_2,FC1_3,FC3_1,FC3_2,FC3_3,FC2_1,FC2_2,FC2_3,DBM0_1,DBM0_2,DBM0_3,DBM25_1,DBM25_2,DBM25_3,DBM50_1,DBM50_2,DBM50_3,DBM75_1,DBM75_2,DBM75_3
DBM0_1_k141_1321_gene_1618,0,0,0,4,0,0,10,0,2,12,36,0,6,0,0,0,0,0,0,0,0,98,0,0
DBM0_1_k141_1324_gene_1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1326_gene_1626,0,0,0,0,0,0,0,0,0,0,0,0,10,8,190,0,0,0,4,0,8,0,0,0
DBM0_1_k141_1330_gene_1635,0,0,0,0,0,2,28,4,10,0,4,0,22,2,12,0,0,0,0,0,0,28,0,0
DBM0_1_k141_1338_gene_1648,0,0,0,0,0,0,0,0,0,0,0,0,2,16,116,0,0,0,0,14,14,0,0,0
DBM0_1_k141_1338_gene_1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1356_gene_1678,0,0,0,0,0,0,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1359_gene_1680,0,0,0,0,0,2,0,0,0,0,0,0,40,40,470,0,2,2,0,28,66,0,0,0
DBM0_1_k141_1364_gene_1688,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1379_gene_1703,0,0,0,0,0,0,10,8,2,0,0,0,118,8,2,42,26,24,794,384,1010,1082,2,0
DBM0_1_k141_1388_gene_1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1403_gene_1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1403_gene_1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1406_gene_1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,0,0,0
DBM0_1_k141_1407_gene_1735,0,4,4,0,0,0,0,0,0,20,2,0,104,132,46,30,68,14,0,0,0,0,0,0
DBM0_1_k141_1407_gene_1736,4,12,38,0,0,0,4,0,0,2,0,6,470,318,278,36,86,48,0,0,6,0,0,0
DBM0_1_k141_1408_gene_1738,0,0,0,0,0,0,2,4,0,0,0,0,28,24,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1422_gene_1742,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1422_gene_1743,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1430_gene_1748,0,0,0,0,2,0,0,0,0,0,0,0,36,28,12,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1439_gene_1758,0,0,0,0,0,0,0,0,0,0,0,0,4,6,48,0,0,0,0,2,26,0,0,0
DBM0_1_k141_1444_gene_1768,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1461_gene_1792,0,0,0,0,0,0,0,0,0,0,0,0,52,22,16,0,0,4,0,2,4,0,0,0
DBM0_1_k141_1490_gene_1819,0,0,0,0,0,0,42,6,8,4,70,0,28,0,20,0,0,0,0,0,0,140,0,0
DBM0_1_k141_1491_gene_1820,0,0,0,0,0,0,18,0,0,0,16,6,6,0,4,0,0,0,0,0,0,102,0,0
DBM0_1_k141_1495_gene_1823,0,0,0,0,0,0,0,0,4,0,0,0,12,32,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1511_gene_1840,0,0,0,0,0,0,0,0,2,0,0,0,20,46,12,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1526_gene_1870,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1530_gene_1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1536_gene_1879,0,0,0,0,0,0,14,2,10,0,4,0,12,0,12,0,0,0,0,0,0,10,0,0
DBM0_1_k141_1595_gene_1920,0,0,0,0,2,0,2,0,0,0,0,0,16,24,182,0,0,8,2,10,46,0,0,0
DBM0_1_k141_1611_gene_1959,0,0,0,0,0,0,0,0,0,0,0,0,62,32,4,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1611_gene_1960,0,0,0,0,0,0,0,0,0,0,0,0,56,26,18,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1611_gene_1961,0,0,0,0,0,0,0,0,0,0,0,0,18,2,4,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1611_gene_1962,0,0,0,0,0,0,0,0,0,0,0,0,46,8,2,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1611_gene_1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1614_gene_1974,0,0,0,0,0,0,2,0,0,0,2,0,44,68,524,0,0,0,0,22,78,0,0,0
DBM0_1_k141_1617_gene_1976,0,0,0,0,0,0,0,10,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1618_gene_1978,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1623_gene_1979,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1624_gene_1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1624_gene_1981,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1625_gene_1982,0,0,0,6,0,0,6,0,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1628_gene_1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1628_gene_1985,0,0,0,0,0,0,0,0,0,0,0,0,46,4,6,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1628_gene_1986,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1631_gene_1988,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,0,0,0,12,0,0
DBM0_1_k141_1643_gene_1999,0,0,0,4,2,0,4,4,0,4,0,16,46,40,22,16,14,4,0,0,2,10,12,0
DBM0_1_k141_1649_gene_2007,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
DBM0_1_k141_1655_gene_2070,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1655_gene_2071,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1655_gene_2072,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1655_gene_2073,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1655_gene_2074,0,0,0,0,0,0,0,0,0,0,0,0,70,32,12,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1659_gene_2078,0,0,0,0,0,0,12,2,6,0,4,0,2,0,0,0,0,0,0,0,0,22,0,0
DBM0_1_k141_1662_gene_2081,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,0,0
DBM0_1_k141_1672_gene_2091,102,636,1296,436,28,120,26,52,42,202,94,440,152,22,14,54,96,10,54,8,38,322,102,54
DBM0_1_k141_1684_gene_2108,0,0,0,0,0,0,0,0,0,0,0,0,16,12,210,0,0,0,4,32,40,0,0,0
DBM0_1_k141_1704_gene_2144,0,0,0,0,0,0,0,0,0,0,0,2,22,146,422,0,0,0,0,66,28,0,0,0
DBM0_1_k141_1719_gene_2161,0,0,0,0,0,0,22,2,0,4,22,0,4,0,0,0,0,0,0,0,0,38,0,0
DBM0_1_k141_1720_gene_2162,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
DBM0_1_k141_1735_gene_2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1735_gene_2185,0,0,0,0,0,0,0,0,0,0,0,0,54,58,14,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1746_gene_2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1749_gene_2195,0,0,0,0,0,0,0,4,8,0,0,0,20,38,12,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1771_gene_2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1775_gene_2217,0,0,0,0,0,4,0,0,0,6,6,6,38,96,584,0,0,0,2,56,234,0,0,0
DBM0_1_k141_1793_gene_2292,0,2,0,2,0,0,0,0,0,2,0,2,2,4,14,10,26,0,364,0,18,0,2,4
DBM0_1_k141_1794_gene_2310,0,0,0,14,0,0,34,6,0,0,40,0,0,0,0,0,0,0,0,0,0,66,0,0
DBM0_1_k141_1799_gene_2315,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1809_gene_2335,0,0,2,2,0,0,62,20,4,2,62,0,18,4,10,0,0,0,0,0,0,174,0,0
DBM0_1_k141_1811_gene_2353,0,0,0,0,0,0,4,0,4,0,2,0,10,0,8,0,0,0,0,0,0,4,0,0
DBM0_1_k141_1812_gene_2355,0,0,146,2,4,0,0,0,0,0,0,18,6,166,0,2,4,0,14,0,8,0,0,68
DBM0_1_k141_1815_gene_2360,94,2284,2414,3666,342,1132,1658,3688,1832,2,4,0,762,354,292,176,212,170,10118,7770,10036,2256,404,422
DBM0_1_k141_1816_gene_2361,0,0,0,0,0,0,0,0,0,0,0,0,24,40,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1823_gene_2366,8,166,250,122,6,22,50,106,32,20,18,32,258,192,120,20,34,14,320,166,290,14,90,8
DBM0_1_k141_1823_gene_2372,30,214,248,4,0,2,10,24,18,100,70,156,234,28,24,96,44,10,0,0,28,62,0,0
DBM0_1_k141_1826_gene_2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1827_gene_2384,0,0,0,0,0,0,0,2,0,0,0,0,20,58,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1834_gene_2396,0,6,0,0,0,0,18,6,0,28,10,4,572,324,206,10,4,0,0,0,0,0,8,4
DBM0_1_k141_1834_gene_2397,0,2,0,0,0,0,0,0,0,10,6,8,346,254,194,6,10,0,0,2,0,0,0,0
DBM0_1_k141_1865_gene_2412,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1881_gene_2433,0,0,0,0,0,0,76,14,8,0,40,2,36,4,20,0,0,0,0,0,2,186,0,0
DBM0_1_k141_1892_gene_2439,0,0,0,0,0,0,4,6,2,0,0,0,34,150,0,0,0,0,0,0,0,0,0,6
DBM0_1_k141_1898_gene_2447,0,0,0,0,0,0,0,0,0,2,0,0,10,10,0,0,0,0,28,56,272,248,0,0
DBM0_1_k141_1944_gene_2508,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,6,90,60,0,0
DBM0_1_k141_1952_gene_2521,0,0,0,0,0,0,0,0,2,0,0,0,16,40,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_1957_gene_2523,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
DBM0_1_k141_1962_gene_2524,0,0,0,0,0,0,0,0,0,0,0,0,18,10,122,0,0,0,2,0,22,0,0,0
DBM0_1_k141_1974_gene_2537,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2001_gene_2563,0,0,0,0,2,2,8,0,0,0,0,2,20,10,378,0,0,2,12,14,98,0,0,0
DBM0_1_k141_2016_gene_2575,0,0,0,0,0,0,8,6,0,0,2,0,6,0,0,0,0,0,0,0,0,2,0,0
DBM0_1_k141_2023_gene_2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
DBM0_1_k141_2023_gene_2587,0,0,0,0,0,0,4,0,0,2,0,0,30,54,456,0,0,0,0,64,144,2,0,0
DBM0_1_k141_2030_gene_2588,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6
DBM0_1_k141_2042_gene_2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2042_gene_2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2056_gene_2626,0,0,0,0,0,0,14,0,0,0,6,0,2,0,0,0,0,0,0,0,0,6,0,0
DBM0_1_k141_2060_gene_2627,0,0,0,0,0,0,52,4,10,4,84,0,18,0,10,0,0,0,0,0,0,108,0,0
DBM0_1_k141_2077_gene_2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2080_gene_2667,0,0,0,4,0,0,86,20,8,0,22,0,14,0,2,0,0,0,0,0,0,58,0,0
DBM0_1_k141_2111_gene_2688,0,0,0,0,0,0,6,8,8,0,0,0,42,50,4,24,22,18,6,48,132,272,10,0
DBM0_1_k141_2113_gene_2691,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,280,18,230,90,0,0
DBM0_1_k141_2113_gene_2692,0,0,0,0,0,0,0,4,0,0,0,0,34,2,0,0,0,0,780,146,840,288,2,2
DBM0_1_k141_2113_gene_2693,0,0,0,0,0,0,0,8,0,0,0,0,72,16,2,0,0,0,1232,362,1074,652,10,8
DBM0_1_k141_2113_gene_2694,0,0,0,0,0,0,16,0,0,0,0,0,44,4,0,0,0,0,698,144,730,306,2,0
DBM0_1_k141_2113_gene_2695,0,0,0,0,0,0,8,4,0,0,0,0,24,28,0,0,0,0,558,176,804,476,8,6
DBM0_1_k141_2125_gene_2704,0,2,0,0,0,0,4,0,0,12,16,2,378,252,170,0,2,10,0,0,0,0,2,0
DBM0_1_k141_2125_gene_2705,2,28,38,2,0,0,10,0,0,12,2,6,396,312,148,12,0,0,0,0,2,0,2,0
DBM0_1_k141_2125_gene_2706,0,2,8,0,0,0,20,0,0,2,10,10,152,110,70,2,4,0,0,0,0,0,0,0
DBM0_1_k141_2125_gene_2707,4,26,78,0,0,0,8,2,0,12,10,6,514,490,232,2,4,0,0,0,0,0,2,10
DBM0_1_k141_2130_gene_2736,184,1630,2730,11628,1596,2628,2592,3040,2324,5842,2568,6576,3580,2632,682,6770,10508,2768,8092,2508,10572,1192,3086,224
DBM0_1_k141_2152_gene_2764,0,0,0,0,0,0,0,0,0,0,2,2,58,42,4,0,0,0,0,0,0,12,158,12
DBM0_1_k141_2155_gene_2768,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2173_gene_2799,2,6,22,4,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0,2,2,0
DBM0_1_k141_2173_gene_2803,0,0,0,0,0,0,6,6,0,0,0,0,142,48,30,0,0,0,28,102,274,1202,4,0
DBM0_1_k141_2173_gene_2806,0,2,0,0,0,0,0,8,0,0,0,0,120,24,6,0,8,0,22,46,206,610,328,14
DBM0_1_k141_2173_gene_2807,0,0,0,0,0,0,0,4,0,0,0,0,68,20,14,0,0,0,4,30,224,706,0,0
DBM0_1_k141_2176_gene_2840,0,0,0,0,0,0,0,2,0,2,0,0,78,60,16,0,12,8,250,32,616,132,0,0
DBM0_1_k141_2176_gene_2841,4,0,4,0,0,0,4,0,0,0,0,0,96,92,30,18,16,16,272,120,636,294,0,0
DBM0_1_k141_2197_gene_2856,0,0,0,0,0,0,4,0,8,0,4,0,6,0,12,0,0,0,0,0,0,10,0,0
DBM0_1_k141_2207_gene_2861,0,0,0,0,0,0,4,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,2,0
DBM0_1_k141_2264_gene_2957,0,0,0,0,0,0,0,0,0,0,0,0,28,2,150,0,0,0,0,0,4,0,0,0
DBM0_1_k141_2273_gene_2959,0,0,0,0,0,0,6,0,6,0,2,0,6,0,12,0,0,0,0,0,0,4,0,0
DBM0_1_k141_2287_gene_2972,0,0,0,0,0,0,0,0,0,0,0,2,2,0,14,0,0,0,0,2,12,0,0,0
DBM0_1_k141_2291_gene_2978,0,0,0,0,0,0,6,0,0,2,2,2,86,20,520,0,0,0,0,36,16,0,0,0
DBM0_1_k141_2326_gene_3012,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,2,12,0,0,0
DBM0_1_k141_2335_gene_3018,0,0,0,0,0,0,10,0,8,2,10,0,4,0,4,0,0,0,0,0,0,96,0,0
DBM0_1_k141_2342_gene_3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2381_gene_3048,0,0,0,0,0,0,0,0,0,0,0,0,74,76,38,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2381_gene_3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2392_gene_3065,0,0,0,0,0,0,0,0,0,0,0,4,2,38,158,0,0,0,0,30,136,0,0,0
DBM0_1_k141_2407_gene_3084,0,0,0,0,0,0,0,6,0,0,0,0,8,24,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2407_gene_3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2418_gene_3089,0,0,4,0,0,0,0,0,0,16,0,0,80,56,18,2,6,2,2,0,0,0,0,0
DBM0_1_k141_2418_gene_3090,0,0,0,0,0,0,4,0,0,0,0,0,88,20,10,0,0,6,0,0,0,0,4,0
DBM0_1_k141_2418_gene_3091,0,0,0,0,0,0,0,0,0,4,2,2,122,78,22,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2418_gene_3092,0,6,0,166,10,6,118,122,154,480,188,348,154,186,26,192,346,112,584,172,432,10,114,6
DBM0_1_k141_2418_gene_3093,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0
DBM0_1_k141_2418_gene_3094,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2418_gene_3095,0,0,0,0,0,0,2,0,0,0,0,0,48,22,6,0,8,0,0,0,0,0,0,0
DBM0_1_k141_2421_gene_3097,0,0,0,0,0,0,54,2,0,0,16,0,24,0,0,0,0,0,0,0,0,20,0,0
DBM0_1_k141_2422_gene_3098,0,0,0,0,0,0,0,4,0,0,0,0,16,40,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2429_gene_3102,0,0,0,0,0,0,2,0,0,0,0,6,70,374,1058,0,0,6,2,156,220,0,0,0
DBM0_1_k141_2440_gene_3118,0,0,0,0,0,0,18,10,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2455_gene_3137,0,0,0,0,0,0,14,0,2,0,20,0,6,0,4,0,0,0,0,0,0,40,0,0
DBM0_1_k141_2469_gene_3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2476_gene_3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2476_gene_3149,0,0,0,0,0,0,0,0,0,10,14,2,146,118,28,4,4,4,0,0,4,0,0,0
DBM0_1_k141_2476_gene_3150,0,0,0,0,0,0,0,0,0,0,0,6,80,64,32,0,0,0,0,0,0,0,0,2
DBM0_1_k141_2476_gene_3151,0,0,0,0,0,0,0,0,0,2,0,2,136,118,68,0,4,6,0,0,0,0,0,0
DBM0_1_k141_2476_gene_3152,0,2,0,0,0,0,10,0,0,2,4,0,170,112,78,2,6,0,0,0,0,0,0,0
DBM0_1_k141_2523_gene_3203,0,0,0,0,0,0,38,2,0,0,78,0,8,0,2,0,0,0,0,0,0,120,0,0
DBM0_1_k141_2525_gene_3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2525_gene_3205,0,0,0,0,0,0,10,2,2,0,18,0,14,0,6,0,0,0,0,0,0,2,0,0
DBM0_1_k141_2539_gene_3211,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,14,48,52,0,0
DBM0_1_k141_2542_gene_3217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2
DBM0_1_k141_2548_gene_3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2555_gene_3228,0,0,0,4,0,0,4,0,0,4,0,4,112,64,66,2,2,0,0,0,0,0,12,0
DBM0_1_k141_2565_gene_3246,0,0,0,0,0,0,0,0,0,0,0,0,20,2,78,0,0,0,0,8,54,0,0,0
DBM0_1_k141_2587_gene_3367,0,0,0,0,0,0,0,0,0,0,0,2,6,20,104,0,0,0,0,20,42,0,0,0
DBM0_1_k141_2621_gene_3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2635_gene_3404,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2642_gene_3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2649_gene_3425,0,0,0,0,0,0,10,0,4,0,0,0,6,0,2,0,0,0,0,0,0,2,0,0
DBM0_1_k141_2650_gene_3428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2653_gene_3432,0,0,0,0,0,0,16,8,6,0,6,0,16,10,0,0,0,0,0,0,0,78,0,0
DBM0_1_k141_2663_gene_3437,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2665_gene_3441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2670_gene_3446,0,0,0,0,0,0,14,0,4,0,32,0,2,0,0,0,0,0,0,0,0,20,0,0
DBM0_1_k141_2670_gene_3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2674_gene_3450,0,0,0,0,0,0,24,4,2,0,0,0,22,0,4,0,0,0,0,0,0,8,0,0
DBM0_1_k141_2690_gene_3470,0,0,0,2,0,0,32,6,22,0,44,0,26,0,6,0,0,0,0,0,0,112,0,0
DBM0_1_k141_2717_gene_3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,4,0,0,0
DBM0_1_k141_2718_gene_3514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2729_gene_3534,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,0,0
DBM0_1_k141_2729_gene_3535,4,32,108,8,2,0,4,16,0,12,6,18,188,130,90,46,62,24,30,108,164,468,20,0
DBM0_1_k141_2754_gene_3564,0,0,0,0,0,0,2,0,0,0,0,0,26,10,12,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2765_gene_3580,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2768_gene_3624,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
DBM0_1_k141_2768_gene_3625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2768_gene_3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2778_gene_3636,40,100,324,22,2,0,4,52,6,78,36,114,164,34,8,142,58,8,0,0,14,2,18,6
DBM0_1_k141_2779_gene_3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2792_gene_3664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2794_gene_3668,0,0,0,0,0,0,24,6,0,0,2,0,4,8,0,0,0,0,0,0,0,12,0,0
DBM0_1_k141_2832_gene_3731,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,70,0,0
DBM0_1_k141_2851_gene_3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2852_gene_3784,0,0,0,0,0,0,24,4,0,0,0,0,12,22,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2870_gene_3797,0,0,0,0,0,0,14,40,0,0,0,2,138,48,26,0,8,0,1692,680,1224,1422,18,4
DBM0_1_k141_2870_gene_3798,0,0,0,0,0,0,14,18,4,0,0,0,136,56,4,0,0,0,1936,450,1616,1062,4,0
DBM0_1_k141_2870_gene_3799,0,0,0,0,0,0,6,0,0,0,0,0,64,12,6,0,0,2,1482,294,1242,756,2,0
DBM0_1_k141_2881_gene_3810,0,0,0,0,0,0,4,0,0,0,0,0,24,22,0,0,0,0,0,0,0,0,0,2
DBM0_1_k141_2890_gene_3823,322,4452,4446,12554,6014,6682,5250,6522,5596,9880,9062,10834,4898,5390,1298,8516,11206,5536,6122,3402,3754,1656,5914,266
DBM0_1_k141_2893_gene_3826,0,0,0,0,0,0,0,0,8,0,0,0,18,34,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2897_gene_3829,0,0,4,0,0,12,4,0,0,0,0,0,200,164,2246,0,0,0,12,204,138,0,0,2
DBM0_1_k141_2908_gene_3835,0,0,0,0,0,0,0,0,0,0,0,0,18,6,6,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2911_gene_3838,0,2,0,0,0,0,0,0,0,0,10,0,190,144,86,4,0,0,0,0,0,58,588,38
DBM0_1_k141_2911_gene_3839,0,0,0,0,0,0,6,0,0,10,0,0,94,36,30,0,0,0,0,0,0,0,26,0
DBM0_1_k141_2935_gene_3861,0,0,0,0,0,0,16,8,0,0,6,0,6,4,2,0,0,0,0,0,2,0,0,0
DBM0_1_k141_2943_gene_3870,0,0,0,8,0,0,20,12,8,0,36,0,14,0,6,0,0,0,0,0,4,48,0,0
DBM0_1_k141_2945_gene_3877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2948_gene_3882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2958_gene_3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM0_1_k141_2972_gene_3908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
