GeneID,FC0_1,FC0_2,FC0_3,FC1_1,FC1_2,FC1_3,FC3_1,FC3_2,FC3_3,FC2_1,FC2_2,FC2_3,DBM0_1,DBM0_2,DBM0_3,DBM25_1,DBM25_2,DBM25_3,DBM50_1,DBM50_2,DBM50_3,DBM75_1,DBM75_2,DBM75_3
DBM75_3_k141_95703_gene_69253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
DBM75_3_k141_95705_gene_69255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30
DBM75_3_k141_95706_gene_69256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,92
DBM75_3_k141_95708_gene_69258,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,8,34
DBM75_3_k141_95710_gene_69259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14
DBM75_3_k141_95710_gene_69260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
DBM75_3_k141_95715_gene_69261,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,22
DBM75_3_k141_95716_gene_69262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
DBM75_3_k141_95719_gene_69263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
DBM75_3_k141_95719_gene_69264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95720_gene_69265,0,12,8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,40
DBM75_3_k141_95722_gene_69267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,84
DBM75_3_k141_95722_gene_69270,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,80
DBM75_3_k141_95722_gene_69271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,80
DBM75_3_k141_95722_gene_69272,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,6,98
DBM75_3_k141_95722_gene_69273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,118
DBM75_3_k141_95722_gene_69274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,2,104
DBM75_3_k141_95722_gene_69275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95726_gene_69277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,66,22,46
DBM75_3_k141_95726_gene_69282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
DBM75_3_k141_95726_gene_69283,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,22,156
DBM75_3_k141_95726_gene_69284,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,48
DBM75_3_k141_95726_gene_69286,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,46,124
DBM75_3_k141_95726_gene_69289,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,64,32,108
DBM75_3_k141_95726_gene_69291,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,44
DBM75_3_k141_95726_gene_69292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95728_gene_69294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95733_gene_69296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95733_gene_69297,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,6,4,52
DBM75_3_k141_95738_gene_69298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,44
DBM75_3_k141_95738_gene_69299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14
DBM75_3_k141_95740_gene_69300,0,2,0,2,10,0,0,4,0,2,2,2,0,0,0,0,2,2,2,0,0,32,30,66
DBM75_3_k141_95741_gene_69301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,18
DBM75_3_k141_95741_gene_69303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,54
DBM75_3_k141_95751_gene_69304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,38
DBM75_3_k141_95757_gene_69305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24
DBM75_3_k141_95757_gene_69306,6,12,2,10,16,0,2,20,0,4,12,8,2,0,0,0,0,18,8,0,0,64,30,136
DBM75_3_k141_95761_gene_69307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
DBM75_3_k141_95761_gene_69308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95766_gene_69309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,38
DBM75_3_k141_95766_gene_69310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95767_gene_69311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95771_gene_69319,12,4,0,4,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,52,22,116
DBM75_3_k141_95771_gene_69320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,6
DBM75_3_k141_95777_gene_69321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,24
DBM75_3_k141_95777_gene_69322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95782_gene_69323,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6
DBM75_3_k141_95782_gene_69324,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,54
DBM75_3_k141_95786_gene_69326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,50
DBM75_3_k141_95788_gene_69327,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,16
DBM75_3_k141_95788_gene_69328,0,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,32,48,84
DBM75_3_k141_95788_gene_69329,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,12,6,50
DBM75_3_k141_95788_gene_69330,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,28
DBM75_3_k141_95790_gene_69331,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,2,4,12
DBM75_3_k141_95793_gene_69332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,124
DBM75_3_k141_95804_gene_69334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
DBM75_3_k141_95809_gene_69335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
DBM75_3_k141_95809_gene_69336,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,76
DBM75_3_k141_95820_gene_69340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,32
DBM75_3_k141_95836_gene_69348,0,0,0,4,12,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2,44
DBM75_3_k141_95838_gene_69350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
DBM75_3_k141_95841_gene_69351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,48
DBM75_3_k141_95841_gene_69352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,70
DBM75_3_k141_95850_gene_69354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,60
DBM75_3_k141_95851_gene_69356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26
DBM75_3_k141_95857_gene_69357,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
DBM75_3_k141_95863_gene_69359,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,98
DBM75_3_k141_95865_gene_69360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
DBM75_3_k141_95869_gene_69361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95869_gene_69362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,46
DBM75_3_k141_95869_gene_69363,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,114
DBM75_3_k141_95873_gene_69364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
DBM75_3_k141_95875_gene_69365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20
DBM75_3_k141_95876_gene_69367,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26
DBM75_3_k141_95879_gene_69368,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,28
DBM75_3_k141_95881_gene_69369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,102
DBM75_3_k141_95881_gene_69370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95883_gene_69371,0,20,0,2,6,0,0,12,4,2,2,4,2,4,0,0,0,4,0,0,0,28,18,72
DBM75_3_k141_95885_gene_69372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,56
DBM75_3_k141_95885_gene_69373,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,90
DBM75_3_k141_95885_gene_69374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,92
DBM75_3_k141_95890_gene_69376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95898_gene_69377,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,24
DBM75_3_k141_95903_gene_69378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,46
DBM75_3_k141_95907_gene_69379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,44
DBM75_3_k141_95910_gene_69380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95910_gene_69381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
DBM75_3_k141_95912_gene_69383,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
DBM75_3_k141_95914_gene_69385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,36
DBM75_3_k141_95916_gene_69386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,68
DBM75_3_k141_95916_gene_69388,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,52
DBM75_3_k141_95916_gene_69389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,54
DBM75_3_k141_95918_gene_69391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
DBM75_3_k141_95918_gene_69392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DBM75_3_k141_95919_gene_69393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,36
DBM75_3_k141_95920_gene_69397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
DBM75_3_k141_95922_gene_69398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12
DBM75_3_k141_95922_gene_69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,114
DBM75_3_k141_95922_gene_69400,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,60
DBM75_3_k141_95922_gene_69401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20
DBM75_3_k141_95922_gene_69402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DBM75_3_k141_95923_gene_69403,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,82
DBM75_3_k141_95923_gene_69404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2
DBM75_3_k141_95925_gene_69405,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,12,18
DBM75_3_k141_95925_gene_69406,4,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,44,22,36
DBM75_3_k141_95925_gene_69407,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DBM75_3_k141_95926_gene_69408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95927_gene_69410,2,50,44,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,90,0,14
DBM75_3_k141_95929_gene_69411,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
DBM75_3_k141_95932_gene_69412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
DBM75_3_k141_95943_gene_69413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
DBM75_3_k141_95945_gene_69414,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,50
DBM75_3_k141_95959_gene_69418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,36
DBM75_3_k141_95961_gene_69419,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,24
DBM75_3_k141_95963_gene_69421,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,40,4,82
DBM75_3_k141_95965_gene_69424,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,26,2,52
DBM75_3_k141_95973_gene_69425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95975_gene_69429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,24
DBM75_3_k141_95975_gene_69430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95977_gene_69431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14
DBM75_3_k141_95977_gene_69432,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,92
DBM75_3_k141_95977_gene_69433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95980_gene_69434,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,14
DBM75_3_k141_95982_gene_69435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95989_gene_69437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,40
DBM75_3_k141_95989_gene_69438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,82
DBM75_3_k141_95989_gene_69439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,42
DBM75_3_k141_95990_gene_69441,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,14
DBM75_3_k141_95991_gene_69442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18
DBM75_3_k141_95993_gene_69446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_95994_gene_69447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20
DBM75_3_k141_95995_gene_69448,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24
DBM75_3_k141_96009_gene_69454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_96012_gene_69455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
DBM75_3_k141_96012_gene_69456,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,42
DBM75_3_k141_96013_gene_69457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
DBM75_3_k141_96019_gene_69459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_96021_gene_69460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16
DBM75_3_k141_96024_gene_69461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,46
DBM75_3_k141_96027_gene_69462,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,14,4,46
DBM75_3_k141_96027_gene_69463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_96030_gene_69465,4,56,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,4,0,48,32,128
DBM75_3_k141_96030_gene_69466,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,10,10,50
DBM75_3_k141_96030_gene_69467,14,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,54,38,152
DBM75_3_k141_96030_gene_69468,10,68,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,40,50,114
DBM75_3_k141_96030_gene_69469,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,8,72
DBM75_3_k141_96033_gene_69470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_96036_gene_69471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,74
DBM75_3_k141_96038_gene_69472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
DBM75_3_k141_96042_gene_69474,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2
DBM75_3_k141_96046_gene_69475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_96050_gene_69477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,36
DBM75_3_k141_96050_gene_69478,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,118
DBM75_3_k141_96053_gene_69479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,80
DBM75_3_k141_96060_gene_69482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,42
DBM75_3_k141_96067_gene_69483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
DBM75_3_k141_96070_gene_69484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_96070_gene_69485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8
DBM75_3_k141_96072_gene_69486,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,128
DBM75_3_k141_96078_gene_69489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
DBM75_3_k141_96078_gene_69490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,66
DBM75_3_k141_96078_gene_69491,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,64,0,136
DBM75_3_k141_96081_gene_69492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_96086_gene_69494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18
DBM75_3_k141_96092_gene_69496,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,58
DBM75_3_k141_96094_gene_69497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
DBM75_3_k141_96094_gene_69498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,22
DBM75_3_k141_96095_gene_69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
DBM75_3_k141_96096_gene_69501,0,2,0,0,0,4,2,2,0,6,0,0,0,0,0,0,0,2,0,0,0,16,16,60
DBM75_3_k141_96098_gene_69503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
DBM75_3_k141_96107_gene_69504,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,8,10
DBM75_3_k141_96108_gene_69505,0,0,0,0,10,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,26,2,44
DBM75_3_k141_96108_gene_69506,0,18,0,0,24,0,4,0,8,0,4,0,4,0,0,0,0,2,4,0,0,38,30,106
DBM75_3_k141_96112_gene_69508,0,0,0,0,4,0,0,8,0,4,0,0,0,2,0,0,0,6,0,0,0,40,20,78
DBM75_3_k141_96115_gene_69510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,116
DBM75_3_k141_96118_gene_69512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
DBM75_3_k141_96118_gene_69513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,32
DBM75_3_k141_96118_gene_69514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,24
DBM75_3_k141_96122_gene_69519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,84
DBM75_3_k141_96124_gene_69521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
DBM75_3_k141_96126_gene_69524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DBM75_3_k141_96126_gene_69525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_96127_gene_69526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,134
DBM75_3_k141_96127_gene_69527,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,88
DBM75_3_k141_96129_gene_69528,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,24,74
DBM75_3_k141_96135_gene_69530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,76
DBM75_3_k141_96135_gene_69531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,54
DBM75_3_k141_96137_gene_69533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,2,12
DBM75_3_k141_96138_gene_69536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,22
DBM75_3_k141_96138_gene_69537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,22
DBM75_3_k141_96147_gene_69540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10
DBM75_3_k141_96149_gene_69541,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,14,54
DBM75_3_k141_96151_gene_69542,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,84
DBM75_3_k141_96151_gene_69543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_96156_gene_69546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
DBM75_3_k141_96157_gene_69548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,132
DBM75_3_k141_96158_gene_69549,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,68
DBM75_3_k141_96158_gene_69550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_3_k141_96160_gene_69551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,84
DBM75_3_k141_96164_gene_69553,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
DBM75_3_k141_96164_gene_69554,4,52,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,4,0,0,34,22,70
DBM75_3_k141_96164_gene_69556,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,20,4,44
DBM75_3_k141_96165_gene_69558,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,72
DBM75_3_k141_96165_gene_69559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,72
DBM75_3_k141_96166_gene_69560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16
DBM75_3_k141_96166_gene_69561,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,36,0,80
