#Taxonomy,FC0_1,FC0_2,FC0_3,FC1_1,FC1_2,FC1_3,FC3_1,FC3_2,FC3_3,FC2_1,FC2_2,FC2_3,DBM0_1,DBM0_2,DBM0_3,DBM25_1,DBM25_2,DBM25_3,DBM50_1,DBM50_2,DBM50_3,DBM75_1,DBM75_2,DBM75_3
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_hordeovulneris,3.20536215054026,4.28609789954545,0.753247409638989,0,0,0,0,0,0,0,0,0,0,0,0,0.49831770687493,0,2.61878063949857,0.101995391199824,0,0.0444765462427967,5.73735244512228,4.56922818947637,17.4750630587858
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_ihuae,46.3080511603018,41.8386481947075,1.27397388791252,0,0,0,0,0,0,0,0,0,0,0,0,1.09928493322671,0.390535792966725,11.1199512254145,0.806893155991165,0.170518523660993,0.141347219389668,61.2365774926694,34.2559249933884,104.862326425246
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_israelii,22.2396135956912,9.04926680581132,1.9123423461372,0,0,0,0,0,0,0,0,0,0,0,0,0.274635677665332,0.0661236121771192,1.1814736799919,1.63978961058706,0,0.365978437655013,11.3503214958994,3.14907996698845,40.6793357001286
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_johnsonii,13.6227891397961,4.14218304321099,0.293000475444319,0,0,0,0,0,0,0,0,0,0,0,0,0.655380594428633,0,1.28010683017022,0,0.573562306859704,0,2.25176979248493,1.8862513672577,11.5287774602867
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_liubingyangii,5.70974350507493,7.95095285149986,1.00504313360284,0,0,0,0,0,0,0,0,0,0,0,0,0.0598272741802071,0.188962537810399,3.151404786,0,0,0.309901096401422,15.4882603937594,10.6082836116624,38.0583070311294
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_marimammalium,20.8666244744991,19.8359790079971,1.26141519240582,0,0.324728384191996,0,0,0,0,0,0,0,0,0,0,0,0,1.20955945478089,0,0,0,17.9847822467348,17.1152548805698,31.7362123569509
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_marseillensis,0,0.795226850946423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58367565313461,0,0,0,0.770035265823862,0,0.733485299316951
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_massiliensis,8.26762375380728,10.8493621923087,0.71128391280276,0,1.57661229290459,0,0,0,0,0,0,0,0,0,0,0,0.136807473469902,0,0.282008922142093,0,0,11.2743784092694,5.15141752713137,15.9461390244607
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_mediterranea,197.397421843216,113.158494836264,11.0287883176051,0.0743236317635354,0,0,0,1.29907343383365,0,0,0.224541838164604,0,0,0,0,2.01377539457219,0.996586546640555,26.4057710559828,3.01425430225572,0.836696901350846,0.246331640729336,104.786989035935,68.0301031017998,243.799148954524
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_meyeri,13.7019050242041,8.9350994037981,1.61768574290844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406967327670282,5.64573058833066,0.110816514120877,0,0,10.8079325298215,7.63502346097047,28.3230789849461
